Annotator,Annotation,ID
asha7190,Sports,Ice hockey boy gets floored
asha7190,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
asha7190,Sports,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
asha7190,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
asha7190,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
asha7190,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
asha7190,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
asha7190,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
asha7190,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
asha7190,War,How Britain Made James Foley's Killer
azre6702,Business,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
azre6702,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
azre6702,Business,Potentially interesting
azre6702,Business,We should be banking on a brighter future for Scotland
azre6702,Business,'Ship Your Enemies Glitter' business sells for $85K
azre6702,Business,"36 Hours in Strasbourg, France"
azre6702,Business,Hamish McRae: Lessons for all as America bounces back
azre6702,Business,30 Items We Just Know You're Going To Want For Fall
azre6702,Business,DUBS Bring Down The Noise In Night Clubs
azre6702,Business,'Impossible' for Saudi to reduce oil output: minister
azre6702,Entertainment,Eastenders: Carter clan set to implode in 2015
azre6702,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
azre6702,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
azre6702,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
azre6702,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
azre6702,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
azre6702,Entertainment,INXS relive one of their most successful years ever and their toughest
azre6702,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
azre6702,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
azre6702,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
azre6702,Entertainment,Leading golfer Ian Poulter accused of being out of touch with reality
azre6702,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
azre6702,Error,The weirdest moments from 30 years of 'Ninja Turtles'
azre6702,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
azre6702,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
azre6702,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
azre6702,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
azre6702,Politics,What has the Human Rights Act done for you?
azre6702,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
azre6702,Politics,Iraq Reaches Major Oil Deal With Kurds
azre6702,Politics,Cong escalates attack on govt through social media - The Times of India
azre6702,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
azre6702,Politics,72-hour wait for Missouri abortions takes effect next month
azre6702,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
azre6702,Politics,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
azre6702,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
azre6702,Science and Technology,What is a sinkhole?
azre6702,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
azre6702,Science and Technology,Apple CarPlay infotainment system has lots of potential
azre6702,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
azre6702,Science and Technology,Anticipating the rise of the machine
azre6702,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
azre6702,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
azre6702,Society,The unborn babies who are already smiling for the camera
azre6702,Society,Snapper star dies
azre6702,Society,'Parents these days' are judged too harshly
azre6702,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
azre6702,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
azre6702,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
azre6702,Society,DU to go back to reevaluation system : News
azre6702,Society,"We put your tax return hell questions to HMRC, and this is what they said"
azre6702,Society,Kane's account of sting draws increasing fire
azre6702,Society,Dewani cop didn't ace it
azre6702,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
azre6702,Society,Prosecutors seek to have McDonnell jailed during appeal
azre6702,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
azre6702,Society,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
azre6702,Society,Australia's best private pools on the market
azre6702,Society,The words that ended my marriage
azre6702,Society,How to find love in 2015 without it costing the earth
azre6702,Society,From the flower pot to Pantibar: Enda's gay support evolution
azre6702,Society,Philippine storm death toll rises to six - The Times of India
azre6702,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
azre6702,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
azre6702,Society,Met policeman cleared after kicking mother tending to her child in hospital
azre6702,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
azre6702,Society,19 Things Scottish People Miss When They Move To London
azre6702,Society,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
azre6702,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
azre6702,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
azre6702,Sports,Ice hockey boy gets floored
azre6702,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
azre6702,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
azre6702,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
azre6702,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
azre6702,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
azre6702,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
azre6702,War,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
azre6702,War,How Britain Made James Foley's Killer
azre6702,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
baug8178,Business,The Government's bid to boost mobile coverage could easily backfire - Telegraph
baug8178,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
baug8178,Business,Potentially interesting
baug8178,Business,We should be banking on a brighter future for Scotland
baug8178,Business,'Ship Your Enemies Glitter' business sells for $85K
baug8178,Business,Australia's best private pools on the market
baug8178,Business,Hamish McRae: Lessons for all as America bounces back
baug8178,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
baug8178,Entertainment,Eastenders: Carter clan set to implode in 2015
baug8178,Entertainment,Snapper star dies
baug8178,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
baug8178,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
baug8178,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
baug8178,Entertainment,INXS relive one of their most successful years ever and their toughest
baug8178,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
baug8178,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
baug8178,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
baug8178,Entertainment,DUBS Bring Down The Noise In Night Clubs
baug8178,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
baug8178,Error,Dewani cop didn't ace it
baug8178,Health,The unborn babies who are already smiling for the camera
baug8178,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
baug8178,Health,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
baug8178,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
baug8178,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
baug8178,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
baug8178,Politics,"Coal is 'good for humanity', says Tony Abbott at mine opening"
baug8178,Politics,Iraq Reaches Major Oil Deal With Kurds
baug8178,Politics,Cong escalates attack on govt through social media - The Times of India
baug8178,Politics,Prosecutors seek to have McDonnell jailed during appeal
baug8178,Politics,From the flower pot to Pantibar: Enda's gay support evolution
baug8178,Politics,72-hour wait for Missouri abortions takes effect next month
baug8178,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
baug8178,Politics,'Impossible' for Saudi to reduce oil output: minister
baug8178,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
baug8178,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
baug8178,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
baug8178,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
baug8178,Science and Technology,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
baug8178,Science and Technology,Apple CarPlay infotainment system has lots of potential
baug8178,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
baug8178,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
baug8178,Science and Technology,Anticipating the rise of the machine
baug8178,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
baug8178,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
baug8178,Society,What is a sinkhole?
baug8178,Society,What has the Human Rights Act done for you?
baug8178,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
baug8178,Society,'Parents these days' are judged too harshly
baug8178,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
baug8178,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
baug8178,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
baug8178,Society,DU to go back to reevaluation system : News
baug8178,Society,"We put your tax return hell questions to HMRC, and this is what they said"
baug8178,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
baug8178,Society,Kane's account of sting draws increasing fire
baug8178,Society,"36 Hours in Strasbourg, France"
baug8178,Society,How Britain Made James Foley's Killer
baug8178,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
baug8178,Society,The words that ended my marriage
baug8178,Society,How to find love in 2015 without it costing the earth
baug8178,Society,Philippine storm death toll rises to six - The Times of India
baug8178,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
baug8178,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
baug8178,Society,30 Items We Just Know You're Going To Want For Fall
baug8178,Society,Met policeman cleared after kicking mother tending to her child in hospital
baug8178,Society,19 Things Scottish People Miss When They Move To London
baug8178,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
baug8178,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
baug8178,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
baug8178,Sports,Ice hockey boy gets floored
baug8178,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
baug8178,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
baug8178,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
baug8178,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
baug8178,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
baug8178,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
baug8178,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
baug8178,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
baug8178,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
bwan3986,Business,The weirdest moments from 30 years of 'Ninja Turtles'
bwan3986,Business,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
bwan3986,Business,"Coal is 'good for humanity', says Tony Abbott at mine opening"
bwan3986,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
bwan3986,Business,'Parents these days' are judged too harshly
bwan3986,Business,Potentially interesting
bwan3986,Business,"We put your tax return hell questions to HMRC, and this is what they said"
bwan3986,Business,We should be banking on a brighter future for Scotland
bwan3986,Business,'Ship Your Enemies Glitter' business sells for $85K
bwan3986,Business,Hamish McRae: Lessons for all as America bounces back
bwan3986,Business,DUBS Bring Down The Noise In Night Clubs
bwan3986,Business,Apple CarPlay infotainment system has lots of potential
bwan3986,Business,'Impossible' for Saudi to reduce oil output: minister
bwan3986,Entertainment,Eastenders: Carter clan set to implode in 2015
bwan3986,Entertainment,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
bwan3986,Entertainment,Snapper star dies
bwan3986,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
bwan3986,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
bwan3986,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
bwan3986,Entertainment,INXS relive one of their most successful years ever and their toughest
bwan3986,Entertainment,Australia's best private pools on the market
bwan3986,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
bwan3986,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
bwan3986,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
bwan3986,Entertainment,30 Items We Just Know You're Going To Want For Fall
bwan3986,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
bwan3986,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
bwan3986,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
bwan3986,Other,Dewani cop didn't ace it
bwan3986,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
bwan3986,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
bwan3986,Politics,What has the Human Rights Act done for you?
bwan3986,Politics,DU to go back to reevaluation system : News
bwan3986,Politics,Iraq Reaches Major Oil Deal With Kurds
bwan3986,Politics,Cong escalates attack on govt through social media - The Times of India
bwan3986,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
bwan3986,Politics,72-hour wait for Missouri abortions takes effect next month
bwan3986,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
bwan3986,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
bwan3986,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
bwan3986,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
bwan3986,Science and Technology,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
bwan3986,Science and Technology,Anticipating the rise of the machine
bwan3986,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
bwan3986,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
bwan3986,Society,What is a sinkhole?
bwan3986,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
bwan3986,Society,The unborn babies who are already smiling for the camera
bwan3986,Society,The Government's bid to boost mobile coverage could easily backfire - Telegraph
bwan3986,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
bwan3986,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
bwan3986,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
bwan3986,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
bwan3986,Society,TOWIE's Pascal Craymer nearly spills out of plunging red dress
bwan3986,Society,Kane's account of sting draws increasing fire
bwan3986,Society,How Britain Made James Foley's Killer
bwan3986,Society,Prosecutors seek to have McDonnell jailed during appeal
bwan3986,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
bwan3986,Society,The words that ended my marriage
bwan3986,Society,How to find love in 2015 without it costing the earth
bwan3986,Society,From the flower pot to Pantibar: Enda's gay support evolution
bwan3986,Society,Philippine storm death toll rises to six - The Times of India
bwan3986,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
bwan3986,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
bwan3986,Society,Met policeman cleared after kicking mother tending to her child in hospital
bwan3986,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
bwan3986,Society,19 Things Scottish People Miss When They Move To London
bwan3986,Society,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
bwan3986,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
bwan3986,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
bwan3986,Sports,Ice hockey boy gets floored
bwan3986,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
bwan3986,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
bwan3986,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
bwan3986,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
bwan3986,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
bwan3986,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
bwan3986,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
bwan3986,War,"36 Hours in Strasbourg, France"
bwan3986,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
ccai2201,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
ccai2201,Business,Potentially interesting
ccai2201,Business,'Ship Your Enemies Glitter' business sells for $85K
ccai2201,Business,Hamish McRae: Lessons for all as America bounces back
ccai2201,Business,'Impossible' for Saudi to reduce oil output: minister
ccai2201,Business,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
ccai2201,Entertainment,Eastenders: Carter clan set to implode in 2015
ccai2201,Entertainment,Snapper star dies
ccai2201,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
ccai2201,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
ccai2201,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
ccai2201,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
ccai2201,Entertainment,INXS relive one of their most successful years ever and their toughest
ccai2201,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
ccai2201,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
ccai2201,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
ccai2201,Entertainment,30 Items We Just Know You're Going To Want For Fall
ccai2201,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
ccai2201,Error,The weirdest moments from 30 years of 'Ninja Turtles'
ccai2201,Error,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
ccai2201,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
ccai2201,Error,Ice hockey boy gets floored
ccai2201,Error,Over half of all gadgets used at Christmas were made by Apple
ccai2201,Error,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
ccai2201,Error,Iraq Reaches Major Oil Deal With Kurds
ccai2201,Error,Kane's account of sting draws increasing fire
ccai2201,Error,Philippine storm death toll rises to six - The Times of India
ccai2201,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
ccai2201,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
ccai2201,Other,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
ccai2201,Other,'Parents these days' are judged too harshly
ccai2201,Other,DU to go back to reevaluation system : News
ccai2201,Other,"We put your tax return hell questions to HMRC, and this is what they said"
ccai2201,Other,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
ccai2201,Other,Dewani cop didn't ace it
ccai2201,Other,"36 Hours in Strasbourg, France"
ccai2201,Other,The words that ended my marriage
ccai2201,Other,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
ccai2201,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
ccai2201,Politics,Cong escalates attack on govt through social media - The Times of India
ccai2201,Politics,We should be banking on a brighter future for Scotland
ccai2201,Politics,72-hour wait for Missouri abortions takes effect next month
ccai2201,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
ccai2201,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
ccai2201,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
ccai2201,Science and Technology,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
ccai2201,Science and Technology,What is a sinkhole?
ccai2201,Science and Technology,The unborn babies who are already smiling for the camera
ccai2201,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
ccai2201,Science and Technology,DUBS Bring Down The Noise In Night Clubs
ccai2201,Science and Technology,Apple CarPlay infotainment system has lots of potential
ccai2201,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
ccai2201,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
ccai2201,Science and Technology,Anticipating the rise of the machine
ccai2201,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
ccai2201,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
ccai2201,Society,What has the Human Rights Act done for you?
ccai2201,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
ccai2201,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
ccai2201,Society,How Britain Made James Foley's Killer
ccai2201,Society,Prosecutors seek to have McDonnell jailed during appeal
ccai2201,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
ccai2201,Society,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
ccai2201,Society,Australia's best private pools on the market
ccai2201,Society,How to find love in 2015 without it costing the earth
ccai2201,Society,From the flower pot to Pantibar: Enda's gay support evolution
ccai2201,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
ccai2201,Society,Met policeman cleared after kicking mother tending to her child in hospital
ccai2201,Society,19 Things Scottish People Miss When They Move To London
ccai2201,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
ccai2201,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
ccai2201,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
ccai2201,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
ccai2201,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
ccai2201,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
ccai2201,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
ccai2201,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
ccai2201,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
ccai2201,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
ccai2201,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
ccai5400,Business,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
ccai5400,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
ccai5400,Business,Over half of all gadgets used at Christmas were made by Apple
ccai5400,Business,Potentially interesting
ccai5400,Business,We should be banking on a brighter future for Scotland
ccai5400,Business,'Ship Your Enemies Glitter' business sells for $85K
ccai5400,Business,Hamish McRae: Lessons for all as America bounces back
ccai5400,Business,30 Items We Just Know You're Going To Want For Fall
ccai5400,Business,DUBS Bring Down The Noise In Night Clubs
ccai5400,Business,'Impossible' for Saudi to reduce oil output: minister
ccai5400,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
ccai5400,Entertainment,Eastenders: Carter clan set to implode in 2015
ccai5400,Entertainment,Snapper star dies
ccai5400,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
ccai5400,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
ccai5400,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
ccai5400,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
ccai5400,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
ccai5400,Entertainment,INXS relive one of their most successful years ever and their toughest
ccai5400,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
ccai5400,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
ccai5400,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
ccai5400,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
ccai5400,Health,Woman dies after airport scanner interferes with her pacemaker - Telegraph
ccai5400,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
ccai5400,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
ccai5400,Politics,What has the Human Rights Act done for you?
ccai5400,Politics,"Coal is 'good for humanity', says Tony Abbott at mine opening"
ccai5400,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
ccai5400,Politics,Iraq Reaches Major Oil Deal With Kurds
ccai5400,Politics,Cong escalates attack on govt through social media - The Times of India
ccai5400,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
ccai5400,Politics,From the flower pot to Pantibar: Enda's gay support evolution
ccai5400,Politics,72-hour wait for Missouri abortions takes effect next month
ccai5400,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
ccai5400,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
ccai5400,Science and Technology,What is a sinkhole?
ccai5400,Science and Technology,Apple CarPlay infotainment system has lots of potential
ccai5400,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
ccai5400,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
ccai5400,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
ccai5400,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
ccai5400,Society,The unborn babies who are already smiling for the camera
ccai5400,Society,'Parents these days' are judged too harshly
ccai5400,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
ccai5400,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
ccai5400,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
ccai5400,Society,DU to go back to reevaluation system : News
ccai5400,Society,"We put your tax return hell questions to HMRC, and this is what they said"
ccai5400,Society,Kane's account of sting draws increasing fire
ccai5400,Society,Dewani cop didn't ace it
ccai5400,Society,"36 Hours in Strasbourg, France"
ccai5400,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
ccai5400,Society,Prosecutors seek to have McDonnell jailed during appeal
ccai5400,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
ccai5400,Society,Australia's best private pools on the market
ccai5400,Society,The words that ended my marriage
ccai5400,Society,How to find love in 2015 without it costing the earth
ccai5400,Society,Philippine storm death toll rises to six - The Times of India
ccai5400,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
ccai5400,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
ccai5400,Society,Met policeman cleared after kicking mother tending to her child in hospital
ccai5400,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
